#,formula,activity,Syngony,"length, nm","width, nm","depth, nm",surface,pol,surf,"Mw(coat), g/mol","Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",link,,,,,
270,MnO2,oxidase,4,70,70,70,naked,0,0,0.00,0.0612,0.000306000,AR,0.0025,0.1000,0.000,0.0500000,9,25,,,https://doi.org/10.1016/j.jcis.2019.01.061,,,,,
271,Fe3O4,oxidase,7,35,35,35,naked,0,0,0.00,0.0963,0.000001100,AR,0.0025,0.1000,0.000,0.0500000,9,25,,,https://doi.org/10.1016/j.jcis.2019.01.061,,,,,
272,Mn2Fe2O5,oxidase,7,75,75,75,naked,0,0,0.00,0.0342,0.000244000,AR,0.0025,0.1000,0.000,0.0500000,9,25,,,https://doi.org/10.1016/j.jcis.2019.01.061,,,,,
273,Mn2Fe2O5,oxidase,7,51,51,51,naked,0,0,0.00,0.0401,0.000310000,AR,0.0025,0.1000,0.000,0.0500000,9,25,,,https://doi.org/10.1016/j.jcis.2019.01.061,,,,,
274,Mn2Fe2O5,oxidase,7,39,39,39,naked,0,0,0.00,0.0486,0.000625000,AR,0.0025,0.1000,0.000,0.0500000,9,25,,,https://doi.org/10.1016/j.jcis.2019.01.061,,,,,
275,CeO2,oxidase,7,10.2,10.2,10.2,naked,poly(N-Vinylpyrrolidone),0,55000.00,0.9600,0.000190000,TMB,0.1000,0.6500,0.000,0.3300000,4,25,,,https://doi.org/10.1039/D0NR04177G,,,,,
276,CeO2,oxidase,7,31.1,31.1,31.1,naked,poly(N-Vinylpyrrolidone),0,55000.00,26.6400,0.000060000,TMB,0.1000,0.6500,0.000,0.3300000,4,25,,,https://doi.org/10.1039/D0NR04177G,,,,,
277,CeO2,oxidase,7,6.1,6.1,6.1,naked,poly(N-Vinylpyrrolidone),0,55000.00,0.0700,0.000100000,TMB,0.1000,0.6500,0.000,0.3300000,4,25,,,https://doi.org/10.1039/D0NR04177G,,,,,
278,CeO2,oxidase,7,150,8,8,naked,0,0,0.00,0.3500,0.000140000,TMB,0.1000,1.0000,0.000,0.2000000,4,25,,,https://doi.org/10.1016/j.cej.2017.08.026,,,,,
280,Co3O4,oxidase,7,5,5,5,naked,0,0,0.00,0.0510,0.000033000,TMB,0.0200,0.1400,0.000,0.0400000,4,40,,,https://doi.org/10.1021/jf500950p,,,,,
281,Co3O4,oxidase,7,5,5,5,naked,0,0,0.00,0.0370,0.000032000,ABTS,0.0050,0.1200,0.000,0.0400000,4,40,,,https://doi.org/10.1021/jf500950p,,,,,
282,NiO,oxidase,7,20,20,20,naked,0,0,0.00,0.0006,no,AR,0.0001,0.0014,0.000,0.2000000,7.4,25,,,https://doi.org/10.1039/C8CC07062H,,,,,
283,CuCo2O4,oxidase,,1500,300,300,naked,0,0,0.00,0.0320,0.000217000,TMB,0.0500,0.1800,0.000,0.1000000,4,25,,,https://doi.org/10.1016/j.colsurfb.2019.110764,,,,,
284,MnCo2O4,oxidase,7,60,60,60,naked,0,0,0.00,0.0090,0.000060400,TMB,0.0100,0.1000,0.000,0.0100000,4,25,,,https://doi.org/10.1016/j.snb.2018.04.150,,,,,
285,NiCo2O4,oxidase,7,100,100,100,naked,0,0,0.00,0.1270,0.000009990,TMB,0.0800,1.6000,0.200,0.0200000,4,37,,,https://doi.org/10.1016/j.aca.2016.11.035,,,,,
286,Co3O4,oxidase,7,360,360,360,naked,0,0,0.00,0.0469,0.045900000,TMB,0.0800,2.0000,0.000,0.0300000,4.5,30,,,https://doi.org/10.1016/j.bios.2020.112342,,,,,
287,MoO3,oxidase,3,3,3,3,naked,0,0,0.00,1.6769,no,ABTS,0.0010,30.0000,0.000,0.0500000,5,37,,,https://doi.org/10.1016/j.aca.2020.01.035,,,,,
288,CeO2,oxidase,7,5,5,5,poly(acrylic acid),0,0,18000.00,3.8000,0.000700000,TMB,0.4500,1.5000,0.000,,4,37,,,https://doi.org/10.1002/anie.200805279,,,,,
289,CeO2,oxidase,7,5,5,5,poly(acrylic acid),0,0,18000.00,6.9000,0.000360000,TMB,0.6000,1.5000,0.000,,5,37,,,https://doi.org/10.1002/anie.200805279,,,,,
290,CeO2,oxidase,7,5,5,5,poly(acrylic acid),0,0,18000.00,2.4000,0.000100000,TMB,0.6000,1.5000,0.000,,6,37,,,https://doi.org/10.1002/anie.200805279,,,,,
291,CeO2,oxidase,7,5,5,5,poly(acrylic acid),0,0,18000.00,1.3000,0.000100000,TMB,0.3000,1.5000,0.000,,7,37,,,https://doi.org/10.1002/anie.200805279,,,,,
292,CeO2,oxidase,7,12,12,12,poly(acrylic acid),0,0,18000.00,1.9000,0.000600000,TMB,0.1500,1.5000,0.000,,4,37,,,https://doi.org/10.1002/anie.200805279,,,,,
293,CeO2,oxidase,7,14,14,14,dextran,0,0,10000.00,1.8000,0.000500000,TMB,0.1500,1.5000,0.000,,4,37,,,https://doi.org/10.1002/anie.200805279,,,,,
294,CeO2,oxidase,7,100,100,100,dextran,0,0,10000.00,0.8000,0.000300000,TMB,0.1500,1.5000,0.000,,4,37,,,https://doi.org/10.1002/anie.200805279,,,,,
295,MnO2,oxidase,4,4500,4500,4500,Poly(glycidyl methacrylate),poly(N-Vinylpyrrolidone),0,40000.00,0.5900,0.001340000,OPD,0.0500,0.4000,0.000,1.2500000,7,25,,,https://doi.org/10.1039/C9NJ03527C,,,,,
296,MnO2,oxidase,4,4500,4500,4500,Poly(glycidyl methacrylate),poly(N-Vinylpyrrolidone),0,40000.00,2.5950,0.008770000,OPD,0.0500,0.4000,0.000,1.2500000,7,25,,,https://doi.org/10.1039/C9NJ03527C,,,,,
297,Co3O4,catalase,7,19,19,19,naked,0,0,0.00,34.3000,0.011200000,H2O2,2.0000,30.0000,0.000,0.0200000,10,25,,,https://doi.org/10.1016/j.molcata.2013.05.016,,,,,
298,Mn3O4,catalase,4,50,50,50,naked,0,0,0.00,0.4410,0.005300000,H2O2,0.0010,2.0000,0.000,0.0050000,7,25,,,https://doi.org/10.1002/chem.201800770,,,,,
299,Mn3O4,catalase,4,40,10,10,naked,0,0,0.00,0.6130,0.005800000,H2O2,0.0010,2.0000,0.000,0.0050000,7,25,,,https://doi.org/10.1002/chem.201800770,,,,,
300,Mn3O4,catalase,4,130,130,10,naked,0,0,0.00,0.3670,0.007400000,H2O2,0.0010,2.0000,0.000,0.0050000,7,25,,,https://doi.org/10.1002/chem.201800770,,,,,
301,Mn3O4,catalase,4,60,60,10,naked,0,0,0.00,0.6900,0.021800000,H2O2,0.0010,2.0000,0.000,0.0050000,7,25,,,https://doi.org/10.1002/chem.201800770,,,,,
302,Mn3O4,catalase,4,140,140,140,naked,0,0,0.00,0.5200,0.122100000,H2O2,0.0010,2.0000,0.000,0.0050000,7,25,,,https://doi.org/10.1002/chem.201800770,,,,,
303,RuO2,catalase,7,2,2,2,naked,0,0,0.00,3.5900,0.038167000,H2O2,0.2000,2.0000,0.000,0.0200000,0,0,,,https://doi.org/10.1021/acsami.0c07886,,,,,
304,Rh,peroxidase,7,6.5,6.5,6.5,naked,0,0,,0.1980,0.000067800,TMB + H2O2,0.1000,1.5000,0.100,,4,35,,,https://doi.org/10.1007/s00604-017-2582-8,,,,,
305,Rh,peroxidase,7,6.5,6.5,6.5,naked,0,0,,0.3800,0.000241000,H2O2 + TMB,0.0250,0.5000,1.500,,4,35,,,https://doi.org/10.1007/s00604-017-2582-8,,,,,
306,MoS2,peroxidase,6,390,390,390,naked,0,0,0.00,0.2200,0.000137000,TMB + H2O2,1.0000,10.0000,10.000,0.0330000,4,25,-31.25,,https://doi.org/10.1039/C7TB02676E,,,,,
307,MoS2,peroxidase,6,390,390,390,naked,0,0,0.00,1.2200,0.000132000,H2O2 + TMB,0.0010,30.0000,1.000,0.0330000,4,25,-31.25,,https://doi.org/10.1039/C7TB02676E,,,,,
308,MoS2,peroxidase,6,390,390,390,naked,0,0,0.00,0.9700,0.000063000,ABTS + H2O2,0.1000,1.0000,10.000,0.0330000,4,25,-31.25,,https://doi.org/10.1039/C7TB02676E,,,,,
309,MoS2,peroxidase,6,390,390,390,naked,0,0,0.00,6.7400,0.000192000,H2O2 + TMB,0.0010,30.0000,1.000,0.0330000,4,25,-31.25,,https://doi.org/10.1039/C7TB02676E,,,,,
310,MoS2,peroxidase,6,390,390,390,cysteine,0,0,121.16,0.1700,0.000141000,TMB + H2O2,1.0000,10.0000,10.000,0.0330000,4,25,-31.7,,https://doi.org/10.1039/C7TB02676E,,,,,
311,MoS2,peroxidase,6,390,390,390,cysteine,0,0,121.16,1.9800,0.000152000,H2O2 + TMB,0.0010,30.0000,1.000,0.0330000,4,25,-31.7,,https://doi.org/10.1039/C7TB02676E,,,,,
312,MoS2,peroxidase,6,390,390,390,cysteine,0,0,121.16,0.1500,0.000161000,ABTS + H2O2,0.1000,1.0000,10.000,0.0330000,4,25,-31.7,,https://doi.org/10.1039/C7TB02676E,,,,,
313,MoS2,peroxidase,6,390,390,390,cysteine,0,0,121.16,8.0600,0.000992000,H2O2 + TMB,0.0010,30.0000,1.000,0.0330000,4,25,-31.7,,https://doi.org/10.1039/C7TB02676E,,,,,
314,MoS2,peroxidase,6,390,390,390,naked,0,0,0.00,0.0860,0.000132000,TMB + H2O2,0.0500,1.7500,,0.1000000,4,35,,,https://doi.org/10.1039/C7NJ00899F,,,,,
315,MoS2,peroxidase,6,390,390,390,naked,0,0,0.00,0.1220,0.000136000,H2O2 + TMB,0.0010,60.0000,1.000,0.1000000,4,35,,,https://doi.org/10.1039/C7NJ00899F,,,,,
316,MoS2,peroxidase,6,390,390,390,poly(ethylene oxide),0,0,5000.00,0.0470,0.000178000,TMB + H2O2,0.0500,1.7500,,0.1000000,4,35,,,https://doi.org/10.1039/C7NJ00899F,,,,,
317,MoS2,peroxidase,6,390,390,390,poly(ethylene oxide),0,0,5000.00,0.1080,0.000106000,H2O2 + TMB,0.0010,60.0000,1.000,0.1000000,4,35,,,https://doi.org/10.1039/C7NJ00899F,,,,,
322,Co9S8,peroxidase,7,15000,15000,15000,naked,0,0,0.00,1.6400,0.000990000,TMB + H2O2,0.2500,1.5000,100.000,0.0500000,3,35,,,https://doi.org/10.1016/j.snb.2017.11.057,,,,,
323,Co9S8,peroxidase,7,15000,15000,15000,naked,0,0,0.00,7.3900,0.000350000,H2O2 + TMB,0.0010,100.0000,0.500,0.0500000,3,35,,,https://doi.org/10.1016/j.snb.2017.11.057,,,,,
324,Mo0.1CeO2,peroxidase,7,5,5,5,naked,0,0,0.00,0.0010,0.000009640,TMB + H2O2,0.2500,2.0000,5.000,0.6000000,4,50,,89.73,https://doi.org/10.1039/C7AY02459B,,,,,
325,Mo0.1CeO2,peroxidase,7,5,5,5,naked,0,0,0.00,8.8500,0.000080100,H2O2 + TMB,0.0010,5.0000,50.000,0.6000000,4,50,,89.73,https://doi.org/10.1039/C7AY02459B,,,,,
326,CeO2,peroxidase,7,10,10,10,naked,0,0,0.00,0.6230,0.000019500,TMB + H2O2,0.2500,2.0000,5.000,0.6000000,4,45,,98.95,https://doi.org/10.1039/C7AY02459B,,,,,
327,CeO2,peroxidase,7,10,10,10,naked,0,0,0.00,0.0670,0.000006880,H2O2 + TMB,0.0010,5.0000,50.000,0.6000000,4,45,,98.95,https://doi.org/10.1039/C7AY02459B,,,,,
328,CuO/Pt,peroxidase,2,350,350,350,poly(N-Vinylpyrrolidone),BSA,0,66500.00,0.3300,0.000278600,TMB + H2O2,0.1000,1.8000,6.000,1.0000000,4,35,,208,https://doi.org/10.1016/j.apsusc.2019.03.337,,,,,
329,CuO/Pt,peroxidase,2,350,350,350,poly(N-Vinylpyrrolidone),BSA,0,66500.00,0.7500,0.000128800,H2O2 + TMB,0.2500,6.0000,0.500,1.0000000,4,35,,208,https://doi.org/10.1016/j.apsusc.2019.03.337,,,,,
330,Cu,peroxidase,7,1,1,1,naked,BSA,0,66463.00,0.6480,0.000059600,TMB + H2O2,0.1000,1.0000,50.000,,6,30,,,https://doi.org/10.1016/j.aca.2012.11.056  ,,,,,
331,Cu,peroxidase,7,1,1,1,naked,BSA,0,66463.00,29.1600,0.000042200,H2O2 + TMB,10.0000,200.0000,0.500,,6,30,,,https://doi.org/10.1021/acsami.0c07886,,,,,
332,Cu(OH)2,peroxidase,3,150,150,150,naked,poly(N-Vinylpyrrolidone),0,55000.00,1.3350,0.000421000,TMB + H2O2,0.0500,0.9000,0.530,0.0600000,4.5,25,,136,https://doi.org/10.1039/C6TB01233G,,,,,
333,Cu(OH)2,peroxidase,3,150,150,150,naked,poly(N-Vinylpyrrolidone),0,55000.00,0.3790,0.000391000,H2O2 + TMB,0.0500,0.8000,0.800,0.0600000,4.5,25,,136,https://doi.org/10.1039/C6TB01233G,,,,,
334,Pt,peroxidase,7,4.4,4.4,4.4,naked,0,0,0.00,0.1270,0.000020000,TMB + H2O2,0.0625,0.5000,1.000,,4,35,,,https://doi.org/10.1016/j.snb.2017.07.108  ,,,,,
335,Pt,peroxidase,7,4.4,4.4,4.4,naked,0,0,0.00,1.1400,0.000031000,H2O2 + TMB,0.2500,10.0000,0.250,,4,35,,,https://doi.org/10.1016/j.snb.2017.07.108  ,,,,,
336,V2O5,peroxidase,3,500,25,25,naked,0,0,0.00,0.7380,0.018500000,TMB + H2O2,0.0010,0.8000,,,4,25,,,https://doi.org/10.3390/s16040584 ,,,,,
337,V2O5,peroxidase,3,500,25,25,naked,0,0,0.00,0.2320,0.012900000,H2O2 + TMB,0.0010,7.0000,,,4,25,,,https://doi.org/10.3390/s16040584 ,,,,,
338,Os,peroxidase,6,1.7,1.7,1.7,trisodium citrate,0,0,192.12,0.0960,0.000412000,TMB + H2O2,0.0650,0.1300,0.250,0.0475000,4,55,,,https://doi.org/10.1039/D0TA09247A,,,,,
339,Os,peroxidase,6,1.7,1.7,1.7,trisodium citrate,0,0,192.12,3.8800,0.000565000,H2O2 + TMB,5.0000,18.0000,0.300,0.0475000,4,55,,,https://doi.org/10.1039/D0TA09247A,,,,,
340,Cu-CuFe2O4,peroxidase,7,480,41.5,41.5,naked,0,0,0.00,0.6900,0.000168700,TMB + H2O2,0.1000,1.2000,0.060,0.2500000,4,35,,70,https://doi.org/10.1039/D0DT02395G,,,,,
341,Cu-CuFe2O4,peroxidase,7,480,41.5,41.5,naked,0,0,0.00,0.0870,0.000321800,H2O2 + TMB,0.0500,1.0000,0.830,0.2500000,4,35,,70,https://doi.org/10.1039/D0DT02395G,,,,,
342,Ru/C,peroxidase,7,1.7,1.7,1.7,naked,0,0,0.00,0.0710,0.000022850,TMB + H2O2,0.0200,0.1000,2.000,20.0000000,6,30,,,https://doi.org/10.1039/D0CC04101G,,,,,
343,Ru/C,peroxidase,7,1.7,1.7,1.7,naked,0,0,0.00,0.9690,0.000017900,H2O2 + TMB,0.0100,4.0000,0.100,20.0000000,6,30,,,https://doi.org/10.1039/D0CC04101G ,,,,,
344,Ru,peroxidase,7,6.2,6.2,1.8,poly(N-Vinylpyrrolidone),0,0,55000.00,0.0603,0.000134000,TMB + H2O2,0.0100,0.6000,2.000,,4,22,,,https://doi.org/10.1007/s11434-016-1193-9  ,,,,,
345,Ru,peroxidase,7,6.2,6.2,1.8,poly(N-Vinylpyrrolidone),0,0,55000.00,318.0000,0.000074100,H2O2 + TMB,0.0100,600.0000,0.800,,4,22,,,https://doi.org/10.1007/s11434-016-1193-9  ,,,,,
346,Pd,peroxidase,7,5.6,5.6,5.6,poly(N-Vinylpyrrolidone),0,0,55000.00,0.0470,0.000380000,TMB + H2O2,0.0100,0.6000,2.000,,4,22,,,https://doi.org/10.1007/s11434-016-1193-9  ,,,,,
347,Pd,peroxidase,7,5.6,5.6,5.6,poly(N-Vinylpyrrolidone),0,0,55000.00,730.0000,0.000140000,H2O2 + TMB,0.0100,600.0000,0.800,,4,22,,,https://doi.org/10.1007/s11434-016-1193-9  ,,,,,
349,Au,peroxidase,7,15,15,15,sodium citrate,0,0,192.12,0.0044,0.000025000,H2O2 + TMB,0.0000,0.1000,,,3,25,-42.3,,https://doi.org/10.1007/s00604-021-04942-7,,,,,
350,Pt,peroxidase,7,3.21,3.21,3.21,Poly(ethylenimine),0,0,70000.00,2.0200,0.001150000,TMB + H2O2,0.0180,0.3570,300.000,,4,30,6.1,,https://doi.org/10.1021/acsomega.0c00147,,,,,
351,Pt,peroxidase,7,3.21,3.21,3.21,Poly(ethylenimine),0,0,70000.00,43.6000,0.000085000,H2O2 + TMB,39.0000,177.0000,0.800,,4,30,6.1,,https://doi.org/10.1021/acsomega.0c00147,,,,,
352,MoS2,peroxidase,,5,5,5,poly(N-Vinylpyrrolidone),0,0,58000.00,0.2320,0.000045600,TMB + H2O2,0.5000,2.0000,10.000,0.0100000,4,25,-11.26,,https://doi.org/10.1039/C6RA18050G,,,,,
353,MoS2,peroxidase,,5,5,5,poly(N-Vinylpyrrolidone),0,0,58000.00,0.3660,0.000047600,H2O2 + TMB,2.0000,12.5000,1.000,0.0100000,4,25,-11.26,,https://doi.org/10.1039/C6RA18050G,,,,,
354,Fe/CeO2,peroxidase,7,7.54,7.54,7.54,naked,0,0,0.00,0.1760,0.000086000,TMB + H2O2,0.1000,1.0000,100.000,0.1000000,4,40,,128,https://doi.org/10.1039/C6TB00422A,,,,,
355,Fe/CeO2,peroxidase,7,7.54,7.54,7.54,naked,0,0,0.00,47.6000,0.000166000,H2O2 + TMB,20.0000,150.0000,0.800,0.1000000,4,40,,128,https://doi.org/10.1039/C6TB00422A,,,,,
356,TiO2,peroxidase,4,70,40,40,naked,0,0,0.00,0.0480,0.000003700,TMB + H2O2,0.0010,0.8000,20.000,1.0000000,4,50,,,https://doi.org/10.1002/anie.202106750,,,,,
357,TiO2,peroxidase,4,70,40,40,naked,0,0,0.00,2.7900,0.000004800,H2O2 + TMB,5.0000,100.0000,0.800,1.0000000,4,50,,,https://doi.org/10.1002/anie.202106750,,,,,
358,TiO2/TiN,peroxidase,,100,50,50,naked,0,0,0.00,0.0830,0.000027500,TMB + H2O2,0.0010,0.8000,20.000,1.0000000,4,50,,,https://doi.org/10.1002/anie.202106750,,,,,
359,TiO2/TiN,peroxidase,,100,50,50,naked,0,0,0.00,4.9600,0.000030800,H2O2 + TMB,5.0000,100.0000,0.800,1.0000000,4,50,,,https://doi.org/10.1002/anie.202106750,,,,,
360,TiN,peroxidase,7,70,70,70,naked,0,0,0.00,0.0740,0.000100000,TMB + H2O2,0.0010,0.8000,20.000,1.0000000,4,50,,,https://doi.org/10.1002/anie.202106750,,,,,
361,TiN,peroxidase,7,70,70,70,naked,0,0,0.00,10.2900,0.000078400,H2O2 + TMB,5.0000,100.0000,0.800,1.0000000,4,50,,,https://doi.org/10.1002/anie.202106750,,,,,
362,TiN,peroxidase,7,20,20,20,naked,0,0,0.00,0.0340,0.000066100,TMB + H2O2,0.0010,0.8000,20.000,1.0000000,4,50,,,https://doi.org/10.1002/anie.202106750,,,,,
363,TiN,peroxidase,7,20,20,20,naked,0,0,0.00,9.2700,0.000055600,H2O2 + TMB,5.0000,100.0000,0.800,1.0000000,4,50,,,https://doi.org/10.1002/anie.202106750,,,,,
364,TiN,peroxidase,7,18,18,18,naked,0,0,0.00,0.0910,0.000072600,TMB + H2O2,0.0010,0.8000,20.000,1.0000000,4,50,,,https://doi.org/10.1002/anie.202106750,,,,,
365,TiN,peroxidase,7,18,18,18,naked,0,0,0.00,11.7100,0.000056700,H2O2 + TMB,5.0000,100.0000,0.800,1.0000000,4,50,,,https://doi.org/10.1002/anie.202106750,,,,,
366,CuO,peroxidase,2,2200,70.1,70.1,naked,0,0,0.00,0.0600,0.000041000,ABTS + H2O2,0.0100,0.3000,100.000,0.0250000,4,45,,44.96,https://doi.org/10.1021/acsanm.8b00153,,,,,
367,CuO,peroxidase,2,2200,70.1,70.1,naked,0,0,0.00,14.8000,0.000006000,H2O2 + TMB,1.0000,1 000.0000,0.100,0.0250000,4,45,,44.96,https://doi.org/10.1021/acsanm.8b00153,,,,,
368,Cu-Fe4(Fe(CN)6)3,peroxidase,,50,50,50,poly(ethylene oxide),0,0,5000.00,0.6000,0.000179000,TMB + H2O2,0.0010,0.5000,0.400,0.0100000,3,35,-0.61,,https://doi.org/10.1007/s00216-021-03347-y,,,,,
369,Cu-Fe4(Fe(CN)6)3,peroxidase,,50,50,50,poly(ethylene oxide),0,0,5000.00,0.1400,0.000120000,TMB + H2O2,0.0010,5.0000,0.400,0.0100000,3,35,-0.61,,https://doi.org/10.1007/s00216-021-03347-y,,,,,
370,Ir,peroxidase,7,1.5,1.5,1.5,poly(N-Vinylpyrrolidone),0,0,58000.00,0.0200,0.000108000,TMB + H2O2,0.0010,0.5000,50.000,0.0006250,4.5,25,,,https://doi.org/10.1021/acsami.5b01271,,,,,
371,Ir,peroxidase,7,1.5,1.5,1.5,poly(N-Vinylpyrrolidone),0,0,58000.00,266.0000,0.000385000,TMB + H2O2,0.0010,1 000.0000,0.500,0.0006250,4.5,25,,,https://doi.org/10.1021/acsami.5b01271,,,,,
372,Pt,peroxidase,7,1.87,1.87,1.87,apoferritin,0,0,440000.00,0.2200,0.000558000,TMB + H2O2,0.0070,1.0000,8.000,0.1500000,4,37,-27,,https://doi.org/10.1016/j.biomaterials.2010.11.004,,,,,
373,Pt,peroxidase,7,1.87,1.87,1.87,apoferritin,0,0,440000.00,187.2500,0.320000000,TMB + H2O2,4.0000,100.0000,0.210,0.1500000,4,37,-27,,https://doi.org/10.1016/j.biomaterials.2010.11.004,,,,,
374,RuO2,peroxidase,7,4,4,4,naked,0,0,0.00,0.2360,0.000006000,TMB + H2O2,0.0500,0.6000,200.000,0.0010000,4,,,,https://doi.org/10.1002/chem.201200643,,,,,
375,RuO2,peroxidase,7,4,4,4,naked,0,0,0.00,212.0000,0.000135000,H2O2 + TMB,0.0100,800.0000,0.400,0.0010000,4,,,,https://doi.org/10.1002/chem.201200643,,,,,
376,Mn3O4,peroxidase,4,36,36,36,naked,0,0,0.00,0.9890,0.000303333,H2O2 + GSH,0.0010,2.0000,2.000,0.0100000,7.4,25,,,https://doi.org/10.1002/chem.201800770,,,,,
377,Mn3O4,peroxidase,4,49,49,49,naked,0,0,0.00,2.8450,0.000281667,H2O2 + GSH,0.0010,2.0000,2.000,0.0100000,7.4,25,,,https://doi.org/10.1002/chem.201800770,,,,,
378,Mn3O4,peroxidase,4,101,101,101,naked,0,0,0.00,1.2600,0.000236667,H2O2 + GSH,0.0010,2.0000,2.000,0.0100000,7.4,25,,,https://doi.org/10.1002/chem.201800770,,,,,
379,Mn3O4,peroxidase,4,89,89,89,naked,0,0,0.00,0.4310,0.000651667,H2O2 + GSH,0.0010,2.0000,2.000,0.0100000,7.4,25,,,https://doi.org/10.1002/chem.201800770,,,,,
380,Mn3O4,peroxidase,4,167,167,167,naked,0,0,0.00,0.1900,0.000908333,H2O2 + GSH,0.0010,2.0000,2.000,0.0100000,7.4,25,,,https://doi.org/10.1002/chem.201800770,,,,,
381,Mn3O4,peroxidase,4,180,180,180,naked,0,0,0.00,0.1960,0.000933333,H2O2 + GSH,0.0010,1.7500,2.000,0.0100000,7,25,,,https://doi.org/10.1002/anie.201708573,,,,,
382,Mn3O4,peroxidase,4,180,180,180,naked,0,0,0.00,1.1600,0.001300000,GSH + H2O2,0.0010,5.0000,1.000,0.0100000,7,25,,,https://doi.org/10.1002/anie.201708573,,,,,
383,MnO2,peroxidase,3,4.5,4.5,4.5,BSA,0,0,66500.00,0.3100,0.000082100,OPD + H2O2,0.7500,8.0000,3.300,0.0037000,4,35,-14.9,,https://doi.org/10.1039/C2AN35700C ,,,,,
384,MnO2,peroxidase,3,4.5,4.5,4.5,BSA,0,0,66500.00,0.1200,0.000057100,H2O2 + OPD,0.2500,4.0000,0.170,0.0037000,4,35,-14.9,,https://doi.org/10.1039/C2AN35700C ,,,,,
385,Pt0.1Au,peroxidase,7,11.6,11.6,11.6,naked,0,trisodium citrate,192.12,0.1130,0.000018000,AR + H2O2,0.0100,0.1000,2.500,,7,25,,,https://doi.org/10.1039/C2NR31716H,,,,,
386,Pt0.1Au,peroxidase,7,11.6,11.6,11.6,naked,0,trisodium citrate,192.12,0.4360,0.000000664,H2O2 + AR,0.1000,1.0000,0.010,,7,25,,,https://doi.org/10.1039/C2NR31716H,,,,,
387,Pt0.5Ag0.5,peroxidase,7,33.8,33.8,33.8,naked,Poly(allylamine hydrochloride),0,150000.00,0.2500,0.000105700,TMB + H2O2,0.1000,4.0000,1.000,0.0200000,4,40,,5.04,https://doi.org/10.1007/s12274-016-1395-0,,,,,
388,Pt0.5Ag0.5,peroxidase,7,33.8,33.8,33.8,naked,Poly(allylamine hydrochloride),0,150000.00,0.3500,0.000159600,H2O2 + TMB,0.1000,8.0000,1.000,0.0200000,4,40,,5.04,https://doi.org/10.1007/s12274-016-1395-0,,,,,
389,Pt0.5Ag0.5,peroxidase,7,34.5,34.5,34.5,naked,Poly(allylamine hydrochloride),0,150000.00,0.3800,0.000330400,TMB + H2O2,0.1000,4.0000,1.000,0.0200000,4,40,36.8,12.11,https://doi.org/10.1007/s12274-016-1395-0,,,,,
390,Pt0.5Ag0.5,peroxidase,7,34.5,34.5,34.5,naked,Poly(allylamine hydrochloride),0,150000.00,0.8600,0.000347500,H2O2 + TMB,0.1000,8.0000,1.000,0.0200000,4,40,36.8,12.11,https://doi.org/10.1007/s12274-016-1395-0,,,,,
391,Au@Pt,peroxidase,,60,18,18,naked,0,Cetrimonium bromide,364.45,0.0200,0.000029100,TMB + H2O2,0.0200,0.0930,2.000,,4.5,37,,,https://doi.org/10.1039/C3RA23215H,,,,,
392,Au@Pt,peroxidase,,60,18,18,naked,0,Cetrimonium bromide,364.45,76.0000,0.000750000,H2O2 + TMB,0.0010,0.8500,0.130,,4.5,37,,,https://doi.org/10.1039/C3RA23215H,,,,,
393,Au@PtAg0.33,peroxidase,,79,27,27,naked,0,Cetrimonium bromide,364.45,0.0160,0.000017600,TMB + H2O2,0.0100,0.0930,2.000,,4.5,37,,,https://doi.org/10.1039/C3RA23215H,,,,,
394,Au@PtAg0.33,peroxidase,,79,27,27,naked,0,Cetrimonium bromide,364.45,92.0000,0.000540000,H2O2 + TMB,0.0010,0.8500,0.130,,4.5,37,,,https://doi.org/10.1039/C3RA23215H,,,,,
395,Au@PtAg0.5,peroxidase,,60,20,20,naked,0,Cetrimonium bromide,364.45,0.0100,0.000012900,TMB + H2O2,0.0100,0.0530,2.000,,4.5,37,,,https://doi.org/10.1039/C3RA23215H,,,,,
396,Au@PtAg0.5,peroxidase,,60,20,20,naked,0,Cetrimonium bromide,364.45,111.8000,0.000500000,H2O2 + TMB,0.0010,0.8500,0.130,,4.5,37,,,https://doi.org/10.1039/C3RA23215H,,,,,
397,CoFe2O4,peroxidase,7,164.8,164.8,164.8,poly(ethylene oxide),0,ethylene glycol,3400.00,180.0000,0.003650000,H2O2 + TMB,1.0000,1 600.0000,0.050,0.0100000,6.8,,21,,https://doi.org/10.1021/acsnano.1c03128,,,,,
398,Ir0.2Pt0.8,peroxidase,7,4.1,4.1,4.1,poly(N-Vinylpyrrolidone),0,ethylene glycol,40000.00,0.1600,0.002250000,TMB + H2O2,0.0250,0.5000,0.500,0.0037000,5,25,,,https://doi.org/10.1016/j.jtice.2021.03.029,,,,,
399,Ir0.2Pt0.8,peroxidase,7,4.1,4.1,4.1,poly(N-Vinylpyrrolidone),0,ethylene glycol,40000.00,0.7500,0.002660000,H2O2 + TMB,0.0010,1.2000,0.010,0.0037000,5,25,,,https://doi.org/10.1016/j.jtice.2021.03.029,,,,,
